betId,date,gameId,game,ticker,eventTicker,marketFamily,market,period,side,line,subjectType,subjectName,source,entryTimestamp,modelVersion,joinMethod,entryPricePct,entryAmerican,entryBidPct,entryAskPct,entryMidPct,closingAskPct,closingMidPct,closingAmerican,closingTimestamp,clvAskPct,clvMidPct,clvCaptureStatus,closingLineUnavailableReason,modelProbPct,marketImpliedPctAtEntry,projectedEdgePct,expectedProfitPerDollar,confidenceTier,recommendationStatus,modelSupportStatus,stake,result,grossReturn,netProfit,roiPct,lineupConfirmationStatus,awayPitcher,homePitcher,bullpenState,park,weather,umpire,favoriteOrUnderdog,horizon,manualAnalysisNotes,reasonCodes,exactContractMetadata,dataQualityStatus,dataQualityFlags,trackingType,countsTowardBankroll,hypotheticalStake,hypotheticalNetProfit,hypotheticalRoiPct,realMoneyBlockReasons
2026-05-26-015,2026-05-26,,CIN @ NYM,,,game_result,ML,full_game,,,,,,2026-05-26T06:00:00Z,,legacy_fallback,54.128,-118,,,,,,,2026-05-26T06:00:00Z,,,,,60.0,,2.0,,Medium,WIN,SUPPORTED,4.0,WIN,7.39,3.39,84.75,,,,,,,,,full_game,CIN won 7-2,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-26-016,2026-05-26,,AZ @ SF,,,winning_margin,Run Line,full_game,,,,,,,,legacy_fallback,37.037,170,,,,,,,,,,,,44.0,,2.1,,Paper,WIN,SUPPORTED,3.0,WIN,8.1,5.1,170.0,,,,,,,,,full_game,"AZ won 7-5, covered -1.5",,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-26-017,2026-05-26,,COL @ LAD,,,game_result,ML,full_game,,,,,,2026-05-26T06:00:00Z,,legacy_fallback,69.136,-224,,,,,,,2026-05-26T06:00:00Z,,,,,75.0,,2.2,,Paper,WIN,SUPPORTED,1.0,WIN,1.45,0.45,45.0,,,,,,,,,full_game,LAD won 15-5,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-26-018,2026-05-26,,NYY @ KC,,,game_result,ML,full_game,,,,,,2026-05-26T06:00:00Z,,legacy_fallback,65.87,-193,,,,,,,2026-05-26T06:00:00Z,,,,,72.0,,2.0,,Paper,WIN,SUPPORTED,1.0,WIN,1.52,0.52,52.0,,,,,,,,,full_game,NYY won 15-1,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-26-019,2026-05-26,,ATL @ BOS,,,game_result,ML,full_game,,,,,,2026-05-26T06:00:00Z,,legacy_fallback,50.739,-103,,,,,,,2026-05-26T06:00:00Z,,,,,54.0,,1.4,,Paper,WIN,SUPPORTED,1.0,WIN,1.97,0.97,97.0,,,,,,,,,full_game,ATL won 7-6,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-26-020,2026-05-26,,PHI @ SD,,,game_result,ML,full_game,,,,,,2026-05-26T06:00:00Z,,legacy_fallback,50.739,-103,,,,,,,2026-05-26T06:00:00Z,,,,,55.0,,1.6,,Paper,LOSS,SUPPORTED,1.0,LOSS,0.0,-1.0,-100.0,,,,,,,,,full_game,SD lost 3-4,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-26-021,2026-05-26,,WAS @ CLE,,,game_total,Total,full_game,,,,,,,,legacy_fallback,53.271,-114,,,,,,,,,,,,57.0,,1.1,,Paper,LOSS,SUPPORTED,1.0,LOSS,0.0,-1.0,-100.0,,,,,,,,,full_game,Final 9 runs,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-26-022,2026-05-26,,ATL @ BOS,,,first_inning_run,NRFI,F1,,,,,,,,legacy_fallback,58.333,-140,,,,,,,,,,,,,,2.9,,Paper,LOSS,SUPPORTED,1.0,LOSS,0.0,-1.0,-100.0,,,,,,,,,F1,BOS scored in bottom of 1st — YRFI. Settled via box score.,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-26-023,2026-05-26,,MIN @ CWS,,,game_total,Total,full_game,,,,,,2026-05-26T06:00:00Z,,legacy_fallback,50.739,-103,,,,,,,2026-05-26T06:00:00Z,,,,,57.0,,1.9,,Paper,LOSS,SUPPORTED,3.0,LOSS,0.0,-3.0,-100.0,,,,,,,,,full_game,Final 8 runs,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-001,2026-05-27,,MIA @ TOR,,,winning_margin,Run Line,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,56.522,-130,,,,,,,2026-05-27T06:00:00Z,,,,,66.5,,3.3,,High,LOSS,SUPPORTED,6.0,LOSS,0.0,-6.0,-100.0,,,,,,,,,full_game,Gausman vs Perez — xERA gap 1.8,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-002,2026-05-27,,MIA @ TOR,,,game_result,ML,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,60.784,-155,,,,,,,2026-05-27T06:00:00Z,,,,,66.5,59.5,2.1,,Medium,WIN,SUPPORTED,5.0,WIN,8.23,3.23,64.6,,,,,,,,,full_game,,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-003,2026-05-27,,WSH @ CLE,,,game_total,Total,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,49.751,101,,,,,,,2026-05-27T06:00:00Z,,,,,57.0,,3.5,,High,WIN,SUPPORTED,7.0,WIN,14.07,7.07,101.0,,,,,,,,,full_game,Williams K% 30.3 — proj 7.1 vs line 7.5,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-004,2026-05-27,,WSH @ CLE,,,game_result,ML,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,38.168,162,,,,,,,2026-05-27T06:00:00Z,,,,,45.5,37.5,2.4,,Medium,LOSS,SUPPORTED,4.0,LOSS,0.0,-4.0,-100.0,,,,,,,,,full_game,WSH W4 streak underpriced on Kalshi,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-005,2026-05-27,,PHI @ SD,,,game_result,ML,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,41.841,139,,,,,,,2026-05-27T06:00:00Z,,,,,52.4,40.5,3.6,,High,LOSS,SUPPORTED,7.0,LOSS,0.0,-7.0,-100.0,,,,,,,,,full_game,Sanchez xERA 2.87 elite — market mispriced PHI,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-006,2026-05-27,,PHI @ SD,,,game_total,Total,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,49.02,104,,,,,,,2026-05-27T06:00:00Z,,,,,,,3.8,,High,WIN,SUPPORTED,7.0,WIN,14.28,7.28,104.0,,,,,,,,,full_game,Sanchez elite = Under Rule 17. Plus money.,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-007,2026-05-27,,LAA @ DET,,,game_result,ML,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,54.751,-121,,,,,,,2026-05-27T06:00:00Z,,,,,63.4,53.5,3.0,,High,WIN,SUPPORTED,6.0,WIN,10.96,4.96,82.667,,,,,,,,,full_game,Mize xERA 2.70 near-elite,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-008,2026-05-27,,LAA @ DET,,,winning_margin,Run Line,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,57.447,-135,,,,,,,2026-05-27T06:00:00Z,,,,,63.4,,3.0,,Medium,WIN,SUPPORTED,5.0,WIN,8.7,3.7,74.0,,,,,,,,,full_game,,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-009,2026-05-27,,CHC @ PIT,,,game_result,ML,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,52.83,-112,,,,,,,2026-05-27T06:00:00Z,,,,,63.9,51.5,3.7,,High,LOSS,SUPPORTED,6.0,LOSS,0.0,-6.0,-100.0,,,,,,,,,full_game,CHC L10 — significant streak signal,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-010,2026-05-27,,CHC @ PIT,,,game_total,Total,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,48.78,105,,,,,,,2026-05-27T06:00:00Z,,,,,,,3.2,,High,LOSS,SUPPORTED,6.0,LOSS,0.0,-6.0,-100.0,,,,,,,,,full_game,Plus money Under,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-011,2026-05-27,,ATL @ BOS,,,game_result,ML,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,53.271,-114,,,,,,,2026-05-27T06:00:00Z,,,,,69.0,52.5,5.0,,High,LOSS,SUPPORTED,8.0,LOSS,0.0,-8.0,-100.0,,,,,,,,,full_game,Largest edge on slate — 5.0%,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-012,2026-05-27,,ATL @ BOS,,,inning_result,F5 ML,F5,,,,,,,,legacy_fallback,56.522,-130,,,,,,,,,,,,66.8,,2.5,,Medium,LOSS,SUPPORTED,5.0,LOSS,0.0,-5.0,-100.0,,,,,,,,,F5,F5 amplified xERA gap 1.7,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-013,2026-05-27,,CIN @ NYM,,,game_result,ML,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,53.488,-115,,,,,,,2026-05-27T06:00:00Z,,,,,59.6,52.5,2.1,,Medium,WIN,SUPPORTED,4.0,WIN,7.48,3.48,87.0,,,,,,,,,full_game,Brazoban opener flagged — NYM home edge,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-014,2026-05-27,,CIN @ NYM,,,first_inning_run,YRFI,F1,,,,,,,,legacy_fallback,54.545,-120,,,,,,,,,,,,,,,,Medium,WIN,SUPPORTED,3.0,WIN,5.5,2.5,83.333,,,,,,,,,F1,Opener Rule 24 — default YRFI lean. Abbott BB% 10.5.,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-015,2026-05-27,,MIN @ CWS,,,game_result,ML,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,48.309,107,,,,,,,2026-05-27T06:00:00Z,,,,,52.4,45.5,2.1,,Medium,LOSS,SUPPORTED,4.0,LOSS,0.0,-4.0,-100.0,,,,,,,,,full_game,,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-016,2026-05-27,,NYY @ KC,,,game_result,ML,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,58.159,-139,,,,,,,2026-05-27T06:00:00Z,,,,,80.5,58.5,6.6,,High,WIN,SUPPORTED,8.0,WIN,13.76,5.76,72.0,,,,,,,,,full_game,Second largest edge — Cole vs Cameron,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-017,2026-05-27,,NYY @ KC,,,winning_margin,Run Line,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,61.538,-160,,,,,,,2026-05-27T06:00:00Z,,,,,80.5,,6.6,,High,WIN,SUPPORTED,6.0,WIN,9.75,3.75,62.5,,,,,,,,,full_game,,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-018,2026-05-27,,NYY @ KC,,,first_inning_run,YRFI,F1,,,,,,,,legacy_fallback,53.488,-115,,,,,,,,,,,,,,,,Medium,LOSS,SUPPORTED,4.0,LOSS,0.0,-4.0,-100.0,,,,,,,,,F1,"Cole K% only 9.1 — contact pitcher, YRFI strong signal",,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-019,2026-05-27,,COL @ LAD,,,game_result,ML,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,79.381,-385,,,,,,,2026-05-27T06:00:00Z,,,,,85.0,77.5,2.2,,Medium,WIN,SUPPORTED,4.0,WIN,5.04,1.04,26.0,,,,,,,,,full_game,Ohtani pitching. Conservative size due to juice.,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-021,2026-05-27,,MIN @ CWS,,,game_total,Total,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,49.751,101,,,,,,,2026-05-27T06:00:00Z,,,,,,,3.1,,High,WIN,SUPPORTED,6.0,WIN,12.06,6.06,101.0,,,,,,,,,full_game,Both bullpens vulnerable xFIP 4.51/4.57 — proj 8.8 vs line 8.5. Plus money Over.,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-022,2026-05-27,,HOU @ TEX,,,winning_margin,Run Line,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,42.553,135,,,,,,,2026-05-27T06:00:00Z,,,,,48.1,,1.6,,Paper,LOSS,SUPPORTED,1.0,LOSS,0.0,-1.0,-100.0,,,,,,,,,full_game,deGrom xERA 3.86 + HOU bullpen ERA 5.16 vulnerable. Paper only.,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-023,2026-05-27,,COL @ LAD,,,inning_result,F5 ML,F5,,,,,,2026-05-27T23:00:00Z,,legacy_fallback,78.723,-370,,,,,,,2026-05-27T23:00:00Z,,,,,85.0,,2.5,,Medium,WIN,SUPPORTED,5.0,WIN,6.35,1.35,27.0,,,,,,,,,F5,xERA gap 5.11 — largest on slate. Ohtani vs Sugano 7.51. F5 eliminates COL pen variance.,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-024,2026-05-27,,COL @ LAD,,,game_total,Total,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,53.917,-117,,,,,,,2026-05-27T06:00:00Z,,,,,,,2.0,,Medium,LOSS,SUPPORTED,4.0,LOSS,0.0,-4.0,-100.0,,,,,,,,,full_game,Replacing Under. LAD 5.35 R/G vs Sugano xERA 7.51. LAD alone can hit 7+. Under 020 removed.,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-025,2026-05-27,,NYY @ KC,,,inning_result,F5 ML,F5,,,,,,,,legacy_fallback,68.254,-215,,,,,,,,,,,,73.9,,3.2,,High,WIN,SUPPORTED,5.0,WIN,7.33,2.33,46.6,,,,,,,,,F5,Cole xERA 2.53 vs Cameron 4.97 — dominant F5 advantage. Should have been logged initially.,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-026,2026-05-27,,MIA @ TOR,,,inning_result,F5 ML,F5,,,,,,,,legacy_fallback,57.983,-138,,,,,,,,,,,,63.7,,2.1,,Medium,PUSH,SUPPORTED,4.0,PUSH,4.0,0.0,0.0,,,,,,,,,F5,Gausman vs Perez xERA gap 1.8 amplified. F5 eliminates MIA bullpen variance. Additive to existing TOR ML/RL.,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-027,2026-05-27,,LAA @ DET,,,inning_result,F5 ML,F5,,,,,,,,legacy_fallback,56.897,-132,,,,,,,,,,,,60.1,,1.9,,Medium,WIN,SUPPORTED,4.0,WIN,7.03,3.03,75.75,,,,,,,,,F5,Mize xERA 2.70 vs Soriano 3.68. F5 eliminates LAA bullpen vulnerability. Additive to DET ML/RL.,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-028,2026-05-27,,CHC @ PIT,,,winning_margin,Run Line,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,35.971,178,,,,,,,2026-05-27T06:00:00Z,,,,,,,4.9,,High,LOSS,SUPPORTED,5.0,LOSS,0.0,-5.0,-100.0,,,,,,,,,full_game,CHC L10 streak. Taillon xERA 5.20. PIT 52.3% model cover vs 36% implied. 4.9% edge — biggest RL on slate. Should have been logged.,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
2026-05-27-029,2026-05-27,,ATL @ BOS,,,winning_margin,Run Line,full_game,,,,,,2026-05-27T06:00:00Z,,legacy_fallback,41.494,141,,,,,,,2026-05-27T06:00:00Z,,,,,,,4.5,,High,LOSS,SUPPORTED,5.0,LOSS,0.0,-5.0,-100.0,,,,,,,,,full_game,Elder xERA 2.98 vs Early 4.68. ATL 37-18 +103 runDiff. 56.6% model cover vs 41.5% implied. Strong edge.,,"{""betBook"": null, ""scheduledStartTime"": null, ""seriesTicker"": null}",DEGRADED,"[""NO_EXACT_OR_GAME_IDENTITY""]",REAL,True,,,,[]
